count,mpan,product,tab1.status,status,service_prov_new,sed
1,1006239209,Gas,W5,Awaiting Final Read,GSJERA,17/05/2017 00:00
1,1006568307,Gas,W5,Awaiting Final Read,GSISEA,19/05/2017 00:00
1,1007086103,Gas,56,Completed,GSSTLA,21/05/2017 00:00
1,1007173300,Gas,W5,Awaiting Final Read,GSSOPA,17/05/2017 00:00
1,1007251608,Gas,W5,Awaiting Final Read,GSISEA,19/05/2017 00:00
1,1007380608,Gas,W5,Awaiting Final Read,GSJERA,16/05/2017 00:00
1,1007452102,Gas,56,Completed,GSGNEA,15/05/2017 00:00
1,1007534003,Gas,56,Completed,GSJERA,16/05/2017 00:00
1,1007838910,Gas,W5,Awaiting Final Read,GSSOPA,17/05/2017 00:00
1,1008134609,Gas,56,Completed,GSJERA,15/05/2017 00:00
1,1008170602,Gas,W5,Awaiting Final Read,GSRWTA,16/05/2017 00:00
1,1008192309,Gas,W5,Awaiting Final Read,GSJERA,15/05/2017 00:00
1,1008196609,Gas,W5,Awaiting Final Read,GSJERA,15/05/2017 00:00
1,1008268305,Gas,W5,Awaiting Final Read,GSJERA,21/05/2017 00:00
1,1008367004,Gas,W5,Awaiting Final Read,GSJERA,16/05/2017 00:00
1,1008728504,Gas,W5,Awaiting Final Read,GSSOPA,15/05/2017 00:00
1,1008815802,Gas,W5,Awaiting Final Read,GSJERA,16/05/2017 00:00
1,1008902505,Gas,W5,Awaiting Final Read,GSPFPA,17/05/2017 00:00
1,1009131900,Gas,W5,Awaiting Final Read,GSISEA,19/05/2017 00:00
1,1009156310,Gas,W5,Awaiting Final Read,GSJERA,15/05/2017 00:00
1,1009292206,Gas,W5,Awaiting Final Read,GSAELA,21/05/2017 00:00
1,1009423509,Gas,56,Completed,GSHBLA,18/05/2017 00:00
1,1009564808,Gas,W5,Awaiting Final Read,GSSOPA,15/05/2017 00:00
1,1009980508,Gas,56,Completed,GSHBLA,15/05/2017 00:00
1,1010117002,Gas,W5,Awaiting Final Read,GSFUZA,21/05/2017 00:00
1,1010223203,Gas,W5,Awaiting Final Read,GSJERA,21/05/2017 00:00
1,1010224003,Gas,W5,Awaiting Final Read,GSJERA,21/05/2017 00:00
1,1010516308,Gas,W5,Awaiting Final Read,GSJERA,16/05/2017 00:00
1,1010608302,Gas,W5,Awaiting Final Read,GSJERA,16/05/2017 00:00
1,1010636801,Gas,W5,Awaiting Final Read,GSJERA,17/05/2017 00:00
1,1010786910,Gas,W5,Awaiting Final Read,GSJERA,21/05/2017 00:00
1,1010844707,Gas,W5,Awaiting Final Read,GSJERA,17/05/2017 00:00
1,1010865008,Gas,W5,Awaiting Final Read,GSISEA,19/05/2017 00:00
1,1010898405,Gas,W5,Awaiting Final Read,GSISEA,19/05/2017 00:00
1,1010957709,Gas,W5,Awaiting Final Read,GSJERA,17/05/2017 00:00
1,1011093906,Gas,56,Completed,GSHBLA,15/05/2017 00:00
1,1011479300,Gas,W5,Awaiting Final Read,GSJERA,18/05/2017 00:00
1,1011537209,Gas,W5,Awaiting Final Read,GSSOPA,21/05/2017 00:00
1,1011621905,Gas,W5,Awaiting Final Read,GSGUKA,16/05/2017 00:00
1,1011738803,Gas,56,Completed,GSHBLA,18/05/2017 00:00
1,1011783202,Gas,W5,Awaiting Final Read,GSISEA,19/05/2017 00:00
1,1012280809,Gas,56,Completed,GSFUZA,16/05/2017 00:00
1,1012341803,Gas,W5,Awaiting Final Read,GSSOPA,16/05/2017 00:00
1,1.01235E+12,Electricity,W5,Awaiting Final Read,ESSPRK,18/05/2017 00:00
1,1.01235E+12,Electricity,W5,Awaiting Final Read,ESOSMI,15/05/2017 00:00
1,1.01235E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01235E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.01235E+12,Electricity,D1,Dispute Raised/Received,ESPILO,15/05/2017 00:00
1,1.01235E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.01235E+12,Electricity,W5,Awaiting Final Read,ESENRD,17/05/2017 00:00
1,1.01235E+12,Electricity,W5,Awaiting Final Read,ESENRD,17/05/2017 00:00
1,1.01235E+12,Electricity,W5,Awaiting Final Read,ESPILO,20/05/2017 00:00
1,1.01235E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.01235E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01235E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.01235E+12,Electricity,56,Completed,ESOVOE,21/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESEMEB,16/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESNEEB,17/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESPILO,20/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESOVOE,15/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESPILO,16/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESCPPR,20/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESAVRO,20/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESREGE,16/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESEETL,19/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESIRID,18/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESEMEB,21/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESNEEB,18/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.01236E+12,Electricity,W5,Awaiting Final Read,ESSPRK,17/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESEMEB,16/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESPILO,21/05/2017 00:00
1,1.01237E+12,Electricity,56,Completed,ESSPRK,18/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESEETL,19/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESEETL,19/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESCPPR,18/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESSPRK,21/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESSPOW,17/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESSOUT,18/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESFRST,21/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESSPRK,17/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESSPRK,17/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESNEEB,18/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESOVOE,16/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESNEEB,18/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESSPRK,17/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESJERE,17/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESJERE,21/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESJERE,17/05/2017 00:00
1,1.01237E+12,Electricity,56,Completed,ESOVOE,18/05/2017 00:00
1,1.01237E+12,Electricity,W5,Awaiting Final Read,ESSOUT,21/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESECOT,16/05/2017 00:00
1,1.01238E+12,Electricity,56,Completed,ESOVOE,18/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESBNRG,16/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESSOUT,18/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESEMEB,17/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESAVRO,15/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESJERE,17/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESEETL,18/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESEETL,20/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESFRST,21/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESSOUT,17/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESNEEB,17/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESLOND,21/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESLOND,21/05/2017 00:00
1,1.01238E+12,Electricity,W5,Awaiting Final Read,ESIRID,15/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESCIRC,19/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESREGE,20/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESFRST,21/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESFRST,21/05/2017 00:00
1,1.01239E+12,Electricity,56,Completed,ESFRST,18/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESEMEB,17/05/2017 00:00
1,1.01239E+12,Electricity,56,Completed,ESFXGL,16/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESFRST,17/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESFRST,16/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESEETL,21/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESEETL,20/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESOSMI,16/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESNEEB,17/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESSPRK,15/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESJERE,17/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESJERE,21/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESBNRG,21/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESAVRO,18/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESEETL,19/05/2017 00:00
1,1.01239E+12,Electricity,W5,Awaiting Final Read,ESJERE,17/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESREGE,21/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESCOVE,18/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESEMEB,16/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESAVRO,21/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESEMEB,16/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESNEEB,19/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESNEEB,18/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESJERE,17/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESNEEB,17/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESEETL,21/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESFRST,21/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.0124E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESNEEB,18/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESNEEB,17/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESNEEB,18/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESAVRO,20/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESGESL,15/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESGESL,17/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESOSMI,16/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESNEEB,19/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESNEEB,17/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESNEEB,17/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESSOUT,21/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESOSMI,16/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESFRST,19/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESSOUT,17/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESREGE,17/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESBNRG,16/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESEMEB,16/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESAVRO,17/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESCPPR,18/05/2017 00:00
1,1.01241E+12,Electricity,W5,Awaiting Final Read,ESSPOW,18/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESSOUT,21/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESSOUT,15/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESPILO,15/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESNEEB,17/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESAVRO,21/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESNEEB,18/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESEMEB,16/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESSPOW,17/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESCPPR,18/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESEMEB,16/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESEMEB,16/05/2017 00:00
1,1.01242E+12,Electricity,W5,Awaiting Final Read,ESEETL,20/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESREGE,16/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESAVRO,20/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESSPOW,21/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESEMEB,21/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESCOOP,19/05/2017 00:00
1,1.01243E+12,Electricity,W4,Objection Window Closed,ESSPRK,21/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESNEEB,17/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESJERE,17/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESCIRC,21/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESSPOW,17/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESCIRC,19/05/2017 00:00
1,1.01243E+12,Electricity,56,Completed,ESLOND,15/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESIRES,18/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESEETL,20/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESSPRK,17/05/2017 00:00
1,1.01243E+12,Electricity,W5,Awaiting Final Read,ESNEEB,19/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESNEEB,19/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESCOVE,15/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESSOUT,18/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESOSMI,15/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESFRST,17/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESJERE,21/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESAVRO,20/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESSPOW,17/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESEETL,20/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESSPOW,17/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESFRST,16/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESCOVE,18/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESEETL,21/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESAVRO,20/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESCIRC,16/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESJERE,21/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESEMEB,16/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESREGE,15/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESEETL,21/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESNEEB,18/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.01244E+12,Electricity,W5,Awaiting Final Read,ESAVRO,16/05/2017 00:00
1,1.01245E+12,Electricity,W5,Awaiting Final Read,ESEMEB,18/05/2017 00:00
1,1.01245E+12,Electricity,W5,Awaiting Final Read,ESJERE,21/05/2017 00:00
1,1.01245E+12,Electricity,W4,Objection Window Closed,ESJERE,21/05/2017 00:00
1,1.01245E+12,Electricity,W5,Awaiting Final Read,ESSOUT,18/05/2017 00:00
1,1.01245E+12,Electricity,W5,Awaiting Final Read,ESNEEB,19/05/2017 00:00
1,1.01245E+12,Electricity,W5,Awaiting Final Read,ESREGE,20/05/2017 00:00
1,1.01245E+12,Electricity,56,Completed,ESOVOE,15/05/2017 00:00
1,1.01245E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.01245E+12,Electricity,W5,Awaiting Final Read,ESNEEB,17/05/2017 00:00
1,1.01245E+12,Electricity,W5,Awaiting Final Read,ESIRID,17/05/2017 00:00
1,1.01245E+12,Electricity,W5,Awaiting Final Read,ESNEEB,17/05/2017 00:00
1,1.01245E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
